date,product,daily_orders
2025-09-08,Product C,5493
2025-09-09,Product C,6300
2025-09-10,Product C,5841
2025-09-11,Product C,5109
2025-09-12,Product C,5534
2025-09-13,Product C,3840
2025-09-14,Product C,4087
2025-09-15,Product C,5397
2025-09-16,Product C,5647
2025-09-17,Product C,5974
2025-09-18,Product C,5051
2025-09-19,Product C,4956
2025-09-20,Product C,3986
2025-09-21,Product C,4024
2025-09-22,Product C,5041
2025-09-23,Product C,4808
2025-09-24,Product C,5407
2025-09-25,Product C,5479
2025-09-26,Product C,5580
2025-09-27,Product C,3963
2025-09-28,Product C,3703
2025-09-29,Product C,5705
2025-09-30,Product C,5021
2025-10-01,Product C,5366
2025-10-02,Product C,5326
2025-10-03,Product C,5327
2025-10-04,Product C,3915
2025-10-05,Product C,3751
2025-10-06,Product C,4678
2025-10-07,Product C,5309
2025-10-08,Product C,5548
2025-10-09,Product C,4974
2025-10-10,Product C,5183
2025-10-11,Product C,4075
2025-10-12,Product C,3653
2025-10-13,Product C,5350
2025-10-14,Product C,5190
2025-10-15,Product C,5334
2025-10-16,Product C,5358
2025-10-17,Product C,5179
2025-10-18,Product C,3848
2025-10-19,Product C,3739
2025-10-20,Product C,5469
2025-10-21,Product C,4872
2025-10-22,Product C,5679
2025-10-23,Product C,5093
2025-10-24,Product C,5230
2025-10-25,Product C,4189
2025-10-26,Product C,3435
2025-10-27,Product C,5081
2025-10-28,Product C,5340
2025-10-29,Product C,5150
2025-10-30,Product C,5623
2025-10-31,Product C,4898
2025-11-01,Product C,3841
2025-11-02,Product C,3725
2025-11-03,Product C,4953
2025-11-04,Product C,5314
2025-11-05,Product C,5451
2025-11-06,Product C,5095
2025-11-07,Product C,5102
2025-11-08,Product C,3854
2025-11-09,Product C,3417
2025-11-10,Product C,5369
2025-11-11,Product C,5916
2025-11-12,Product C,5389
2025-11-13,Product C,5260
2025-11-14,Product C,5326
2025-11-15,Product C,3725
2025-11-16,Product C,4032
2025-11-17,Product C,5366
2025-11-18,Product C,5916
2025-11-19,Product C,5218
2025-11-20,Product C,5711
2025-11-21,Product C,5383
2025-11-22,Product C,4116
2025-11-23,Product C,3787
2025-11-24,Product C,5287
2025-11-25,Product C,5845
2025-11-26,Product C,5501
2025-11-27,Product C,4761
2025-11-28,Product C,4937
2025-11-29,Product C,4005
2025-11-30,Product C,3838
2025-12-01,Product C,5392
2025-12-02,Product C,5910
2025-12-03,Product C,4982
2025-12-04,Product C,5376
2025-12-05,Product C,4807
2025-12-06,Product C,4245
2025-12-07,Product C,3806
2025-12-08,Product C,5587
2025-12-09,Product C,5396
2025-12-10,Product C,5948
2025-12-11,Product C,5688
2025-12-12,Product C,5514
2025-12-13,Product C,4117
2025-12-14,Product C,3988
2025-12-15,Product C,5352
2025-12-16,Product C,5963
2025-12-17,Product C,6138
2025-12-18,Product C,5779
2025-12-19,Product C,5238
2025-12-20,Product C,4282
2025-12-21,Product C,3680
2025-12-22,Product C,5795
2025-12-23,Product C,5939
2025-12-24,Product C,5221
2025-12-25,Product C,5250
2025-12-26,Product C,5446
2025-12-27,Product C,4211
2025-12-28,Product C,3758
2025-12-29,Product C,5839
2025-12-30,Product C,5980
2025-12-31,Product C,5801
2026-01-01,Product C,5455
2026-01-02,Product C,5915
2026-01-03,Product C,4710
2026-01-04,Product C,3972
2026-01-05,Product C,5651
2026-01-06,Product C,6159
2026-01-07,Product C,5856
2026-01-08,Product C,5731
2026-01-09,Product C,5933
2026-01-10,Product C,4006
2026-01-11,Product C,4418
2026-01-12,Product C,5958
2026-01-13,Product C,5996
2026-01-14,Product C,6046
2026-01-15,Product C,5867
2026-01-16,Product C,5324
2026-01-17,Product C,4849
2026-01-18,Product C,4230
2026-01-19,Product C,6181
2026-01-20,Product C,6533
2026-01-21,Product C,5871
2026-01-22,Product C,6130
2026-01-23,Product C,5858
2026-01-24,Product C,4791
2026-01-25,Product C,3844
2026-01-26,Product C,6131
2026-01-27,Product C,6162
2026-01-28,Product C,6439
2026-01-29,Product C,6244
2026-01-30,Product C,5835
2026-01-31,Product C,4515
2026-02-01,Product C,4357
2026-02-02,Product C,5995
2026-02-03,Product C,6744
2026-02-04,Product C,6301
2026-02-05,Product C,5310
2026-02-06,Product C,6045
2026-02-07,Product C,4520
2026-02-08,Product C,4098
2026-02-09,Product C,5995
2026-02-10,Product C,6625
2026-02-11,Product C,6970
2026-02-12,Product C,6424
2026-02-13,Product C,6080
2026-02-14,Product C,4963
2026-02-15,Product C,4436
2026-02-16,Product C,6276
2026-02-17,Product C,6317
2026-02-18,Product C,6066
2026-02-19,Product C,6308
2026-02-20,Product C,6427
2026-02-21,Product C,4911
2026-02-22,Product C,4520
2026-02-23,Product C,6297
2026-02-24,Product C,7021
2026-02-25,Product C,6312
2026-02-26,Product C,6791
2026-02-27,Product C,6155
2026-02-28,Product C,4824
2026-03-01,Product C,4345
2026-03-02,Product C,6544
2026-03-03,Product C,7256
2026-03-04,Product C,7037
2026-03-05,Product C,6960
2026-03-06,Product C,6747
2026-03-07,Product C,4806
2026-03-08,Product C,4678
2026-03-09,Product C,6543
2026-03-10,Product C,7483
2026-03-11,Product C,6539
2026-03-12,Product C,7027
2026-03-13,Product C,6962
2026-03-14,Product C,5626
2026-03-15,Product C,4720
2026-03-16,Product C,7142
2026-03-17,Product C,7916
2026-03-18,Product C,6824
2026-03-19,Product C,6286
2026-03-20,Product C,6110
2026-03-21,Product C,5401
2026-03-22,Product C,4416
2026-03-23,Product C,6845
2026-03-24,Product C,7341
2026-03-25,Product C,7184
2026-03-26,Product C,7028
2026-03-27,Product C,6890
2026-03-28,Product C,5605
2026-03-29,Product C,4689
2026-03-30,Product C,6804
2026-03-31,Product C,6972
2026-04-01,Product C,7482
2026-04-02,Product C,7256
2026-04-03,Product C,7029
2026-04-04,Product C,5627
2026-04-05,Product C,4671
2026-04-06,Product C,7690
2026-04-07,Product C,7865
2026-04-08,Product C,7504
2026-04-09,Product C,7616
2026-04-10,Product C,6348
2026-04-11,Product C,5208
2026-04-12,Product C,4812
2026-04-13,Product C,7400
2026-04-14,Product C,6966
2026-04-15,Product C,7554
2026-04-16,Product C,7513
2026-04-17,Product C,7199
2026-04-18,Product C,5451
2026-04-19,Product C,4771
2026-04-20,Product C,6870
2026-04-21,Product C,7843
2026-04-22,Product C,7591
2026-04-23,Product C,7042
2026-04-24,Product C,6834
2026-04-25,Product C,4844
2026-04-26,Product C,4763
2026-04-27,Product C,7878
2026-04-28,Product C,6924
2026-04-29,Product C,7390
2026-04-30,Product C,7424
2026-05-01,Product C,6551
2026-05-02,Product C,5446
2026-05-03,Product C,5273
2026-05-04,Product C,7200
2026-05-05,Product C,8461
2026-05-06,Product C,6710
2026-05-07,Product C,7440
2026-05-08,Product C,6926
2026-05-09,Product C,5600
2026-05-10,Product C,5142
2026-05-11,Product C,6922
2026-05-12,Product C,7473
2026-05-13,Product C,6628
2026-05-14,Product C,7264
2026-05-15,Product C,7073
2026-05-16,Product C,5550
2026-05-17,Product C,5282
2026-05-18,Product C,7294
2026-05-19,Product C,7417
2026-05-20,Product C,6959
2026-05-21,Product C,6773
2026-05-22,Product C,7352
2026-05-23,Product C,5738
2026-05-24,Product C,4933
2026-05-25,Product C,7143
2026-05-26,Product C,6992
2026-05-27,Product C,7664
2026-05-28,Product C,7214
2026-05-29,Product C,7567
2026-05-30,Product C,5086
2026-05-31,Product C,4866
2026-06-01,Product C,7160
2026-06-02,Product C,7507
2026-06-03,Product C,7109
2026-06-04,Product C,6627
2026-06-05,Product C,7146
2026-06-06,Product C,5467
2026-06-07,Product C,4693
2026-06-08,Product C,7493
2026-06-09,Product C,7630
2026-06-10,Product C,7170
2026-06-11,Product C,6893
2026-06-12,Product C,6967
2026-06-13,Product C,5001
2026-06-14,Product C,4877
2026-06-15,Product C,6199
2026-06-16,Product C,7446
2026-06-17,Product C,6496
2026-06-18,Product C,7302
2026-06-19,Product C,6594
2026-06-20,Product C,5112
2026-06-21,Product C,4663
2026-06-22,Product C,6767
2026-06-23,Product C,7549
2026-06-24,Product C,6095
2026-06-25,Product C,7136
2026-06-26,Product C,6733
2026-06-27,Product C,4794
2026-06-28,Product C,4497
2026-06-29,Product C,7344
2026-06-30,Product C,6626
2026-07-01,Product C,6472
2026-07-02,Product C,6992
2026-07-03,Product C,6640
2026-07-04,Product C,4794
2026-07-05,Product C,4736
2026-07-06,Product C,6336
2026-07-07,Product C,7232
2026-07-08,Product C,7126
2026-07-09,Product C,6691
2026-07-10,Product C,6548
2026-07-11,Product C,5390
2026-07-12,Product C,4613
2026-07-13,Product C,6187
2026-07-14,Product C,6899
2026-07-15,Product C,7356
2026-07-16,Product C,6089
2026-07-17,Product C,6214
2026-07-18,Product C,4976
2026-07-19,Product C,4526
2026-07-20,Product C,6151
2026-07-21,Product C,7009
2026-07-22,Product C,7310
2026-07-23,Product C,6370
2026-07-24,Product C,5941
2026-07-25,Product C,4421
2026-07-26,Product C,4519
2026-07-27,Product C,6709
2026-07-28,Product C,6678
2026-07-29,Product C,6437
2026-07-30,Product C,6017
2026-07-31,Product C,5781
2026-08-01,Product C,4905
2026-08-02,Product C,4584
2026-08-03,Product C,5764
2026-08-04,Product C,6918
2026-08-05,Product C,6506
2026-08-06,Product C,6516
2026-08-07,Product C,5604
2026-08-08,Product C,4310
2026-08-09,Product C,4274
2026-08-10,Product C,6290
2026-08-11,Product C,6861
2026-08-12,Product C,6432
2026-08-13,Product C,5909
2026-08-14,Product C,5598
2026-08-15,Product C,4823
2026-08-16,Product C,4026
2026-08-17,Product C,6518
2024-10-01,Product D,98
2024-10-02,Product D,114
2024-10-03,Product D,114
2024-10-04,Product D,117
2024-10-05,Product D,96
2024-10-06,Product D,97
2024-10-07,Product D,156
2024-10-08,Product D,170
2024-10-09,Product D,175
2024-10-10,Product D,186
2024-10-11,Product D,201
2024-10-12,Product D,149
2024-10-13,Product D,171
2024-10-14,Product D,245
2024-10-15,Product D,269
2024-10-16,Product D,278
2024-10-17,Product D,287
2024-10-18,Product D,312
2024-10-19,Product D,268
2024-10-20,Product D,305
2024-10-21,Product D,415
2024-10-22,Product D,474
2024-10-23,Product D,509
2024-10-24,Product D,519
2024-10-25,Product D,543
2024-10-26,Product D,423
2024-10-27,Product D,481
2024-10-28,Product D,746
2024-10-29,Product D,687
2024-10-30,Product D,751
2024-10-31,Product D,801
2024-11-01,Product D,813
2024-11-02,Product D,718
2024-11-03,Product D,668
2024-11-04,Product D,1162
2024-11-05,Product D,1209
2024-11-06,Product D,1206
2024-11-07,Product D,1277
2024-11-08,Product D,1336
2024-11-09,Product D,999
2024-11-10,Product D,967
2024-11-11,Product D,1516
2024-11-12,Product D,1697
2024-11-13,Product D,1695
2024-11-14,Product D,1563
2024-11-15,Product D,1680
2024-11-16,Product D,1401
2024-11-17,Product D,1359
2024-11-18,Product D,2222
2024-11-19,Product D,2006
2024-11-20,Product D,2262
2024-11-21,Product D,2364
2024-11-22,Product D,2499
2024-11-23,Product D,1748
2024-11-24,Product D,1755
2024-11-25,Product D,2586
2024-11-26,Product D,2678
2024-11-27,Product D,2675
2024-11-28,Product D,2714
2024-11-29,Product D,2344
2024-11-30,Product D,2188
2024-12-01,Product D,2026
2024-12-02,Product D,2898
2024-12-03,Product D,3381
2024-12-04,Product D,2981
2024-12-05,Product D,2964
2024-12-06,Product D,3339
2024-12-07,Product D,2278
2024-12-08,Product D,2186
2024-12-09,Product D,3228
2024-12-10,Product D,3527
2024-12-11,Product D,3422
2024-12-12,Product D,3090
2024-12-13,Product D,3212
2024-12-14,Product D,2494
2024-12-15,Product D,2413
2024-12-16,Product D,3564
2024-12-17,Product D,3695
2024-12-18,Product D,3288
2024-12-19,Product D,3696
2024-12-20,Product D,3539
2024-12-21,Product D,2904
2024-12-22,Product D,2608
2024-12-23,Product D,3869
2024-12-24,Product D,3882
2024-12-25,Product D,4029
2024-12-26,Product D,3759
2024-12-27,Product D,3624
2024-12-28,Product D,3147
2024-12-29,Product D,2768
2024-12-30,Product D,3913
2024-12-31,Product D,3679
2025-01-01,Product D,3645
2025-01-02,Product D,3832
2025-01-03,Product D,3778
2025-01-04,Product D,2818
2025-01-05,Product D,2743
2025-01-06,Product D,4217
2025-01-07,Product D,4173
2025-01-08,Product D,3777
2025-01-09,Product D,3859
2025-01-10,Product D,3696
2025-01-11,Product D,2925
2025-01-12,Product D,2736
2025-01-13,Product D,3909
2025-01-14,Product D,3874
2025-01-15,Product D,4076
2025-01-16,Product D,3862
2025-01-17,Product D,3364
2025-01-18,Product D,3366
2025-01-19,Product D,3014
2025-01-20,Product D,4019
2025-01-21,Product D,4229
2025-01-22,Product D,3948
2025-01-23,Product D,4404
2025-01-24,Product D,4409
2025-01-25,Product D,3142
2025-01-26,Product D,3068
2025-01-27,Product D,4218
2025-01-28,Product D,4025
2025-01-29,Product D,4192
2025-01-30,Product D,4171
2025-01-31,Product D,4015
2025-02-01,Product D,3146
2025-02-02,Product D,2963
2025-02-03,Product D,4248
2025-02-04,Product D,4410
2025-02-05,Product D,4132
2025-02-06,Product D,4072
2025-02-07,Product D,3919
2025-02-08,Product D,3400
2025-02-09,Product D,2714
2025-02-10,Product D,4596
2025-02-11,Product D,4791
2025-02-12,Product D,4378
2025-02-13,Product D,3742
2025-02-14,Product D,4188
2025-02-15,Product D,3290
2025-02-16,Product D,2932
2025-02-17,Product D,4309
2025-02-18,Product D,4909
2025-02-19,Product D,4673
2025-02-20,Product D,4174
2025-02-21,Product D,3991
2025-02-22,Product D,3302
2025-02-23,Product D,3107
2025-02-24,Product D,4608
2025-02-25,Product D,4511
2025-02-26,Product D,4714
2025-02-27,Product D,4878
2025-02-28,Product D,4587
2025-03-01,Product D,3402
2025-03-02,Product D,3160
2025-03-03,Product D,4485
2025-03-04,Product D,4984
2025-03-05,Product D,4520
2025-03-06,Product D,4524
2025-03-07,Product D,4484
2025-03-08,Product D,3373
2025-03-09,Product D,3013
2025-03-10,Product D,4706
2025-03-11,Product D,4758
2025-03-12,Product D,4849
2025-03-13,Product D,4453
2025-03-14,Product D,4809
2025-03-15,Product D,3352
2025-03-16,Product D,3558
2025-03-17,Product D,4280
2025-03-18,Product D,4937
2025-03-19,Product D,4903
2025-03-20,Product D,4446
2025-03-21,Product D,4683
2025-03-22,Product D,3773
2025-03-23,Product D,2947
2025-03-24,Product D,4862
2025-03-25,Product D,4276
2025-03-26,Product D,4606
2025-03-27,Product D,5060
2025-03-28,Product D,4498
2025-03-29,Product D,3371
2025-03-30,Product D,3314
2025-03-31,Product D,5283
2025-04-01,Product D,4478
2025-04-02,Product D,4627
2025-04-03,Product D,5073
2025-04-04,Product D,5106
2025-04-05,Product D,3592
2025-04-06,Product D,3165
2025-04-07,Product D,5330
2025-04-08,Product D,5363
2025-04-09,Product D,5086
2025-04-10,Product D,4560
2025-04-11,Product D,4692
2025-04-12,Product D,3605
2025-04-13,Product D,3451
2025-04-14,Product D,5205
2025-04-15,Product D,5215
2025-04-16,Product D,4679
2025-04-17,Product D,5106
2025-04-18,Product D,4801
2025-04-19,Product D,3777
2025-04-20,Product D,3659
2025-04-21,Product D,4602
2025-04-22,Product D,5005
2025-04-23,Product D,4831
2025-04-24,Product D,4417
2025-04-25,Product D,4823
2025-04-26,Product D,4121
2025-04-27,Product D,3103
2025-04-28,Product D,4876
2025-04-29,Product D,5185
2025-04-30,Product D,5002
2025-05-01,Product D,4772
2025-05-02,Product D,4438
2025-05-03,Product D,3707
2025-05-04,Product D,3290
2025-05-05,Product D,4350
2025-05-06,Product D,5324
2025-05-07,Product D,5208
2025-05-08,Product D,4809
2025-05-09,Product D,4797
2025-05-10,Product D,3857
2025-05-11,Product D,3454
2025-05-12,Product D,5098
2025-05-13,Product D,4940
2025-05-14,Product D,5285
2025-05-15,Product D,4862
2025-05-16,Product D,4776
2025-05-17,Product D,3418
2025-05-18,Product D,3453
2025-05-19,Product D,4659
2025-05-20,Product D,4837
2025-05-21,Product D,4739
2025-05-22,Product D,4511
2025-05-23,Product D,5209
2025-05-24,Product D,3874
2025-05-25,Product D,3713
2025-05-26,Product D,4539
2025-05-27,Product D,4986
2025-05-28,Product D,4594
2025-05-29,Product D,4572
2025-05-30,Product D,4464
2025-05-31,Product D,3832
2025-06-01,Product D,3298
2025-06-02,Product D,5058
2025-06-03,Product D,5081
2025-06-04,Product D,5436
2025-06-05,Product D,4352
2025-06-06,Product D,4934
2025-06-07,Product D,3784
2025-06-08,Product D,3173
2025-06-09,Product D,4999
2025-06-10,Product D,4970
2025-06-11,Product D,4774
2025-06-12,Product D,4463
2025-06-13,Product D,4431
2025-06-14,Product D,3906
2025-06-15,Product D,3302
2025-06-16,Product D,4894
2025-06-17,Product D,4645
2025-06-18,Product D,4591
2025-06-19,Product D,4853
2025-06-20,Product D,4238
2025-06-21,Product D,3430
2025-06-22,Product D,3269
2025-06-23,Product D,4680
2025-06-24,Product D,4735
2025-06-25,Product D,4812
2025-06-26,Product D,4704
2025-06-27,Product D,4652
2025-06-28,Product D,3287
2025-06-29,Product D,3175
2025-06-30,Product D,4866
2025-07-01,Product D,4924
2025-07-02,Product D,4335
2025-07-03,Product D,4562
2025-07-04,Product D,3987
2025-07-05,Product D,3417
2025-07-06,Product D,3476
2025-07-07,Product D,4311
2025-07-08,Product D,4451
2025-07-09,Product D,4760
2025-07-10,Product D,4076
2025-07-11,Product D,4220
2025-07-12,Product D,3457
2025-07-13,Product D,3027
2025-07-14,Product D,4403
2025-07-15,Product D,4742
2025-07-16,Product D,4608
2025-07-17,Product D,4404
2025-07-18,Product D,4215
2025-07-19,Product D,3363
2025-07-20,Product D,3056
2025-07-21,Product D,4482
2025-07-22,Product D,4384
2025-07-23,Product D,4397
2025-07-24,Product D,4062
2025-07-25,Product D,4208
2025-07-26,Product D,3115
2025-07-27,Product D,2854
2025-07-28,Product D,4363
2025-07-29,Product D,4466
2025-07-30,Product D,4532
2025-07-31,Product D,4109
2025-08-01,Product D,4227
2025-08-02,Product D,3278
2025-08-03,Product D,3036
2025-08-04,Product D,4057
2025-08-05,Product D,4374
2025-08-06,Product D,4362
2025-08-07,Product D,4127
2025-08-08,Product D,3645
2025-08-09,Product D,3158
2025-08-10,Product D,3240
2025-08-11,Product D,4082
2025-08-12,Product D,4109
2025-08-13,Product D,4287
2025-08-14,Product D,4115
2025-08-15,Product D,4235
2025-08-16,Product D,2884
2025-08-17,Product D,2970
2025-08-18,Product D,4204
2025-08-19,Product D,4159
2025-08-20,Product D,4204
2025-08-21,Product D,4186
2025-08-22,Product D,4098
2025-08-23,Product D,2851
2025-08-24,Product D,2931
2025-08-25,Product D,3999
2025-08-26,Product D,4132
2025-08-27,Product D,4078
2025-08-28,Product D,3884
2025-08-29,Product D,4090
2025-08-30,Product D,2961
2025-08-31,Product D,2613
2025-09-01,Product D,3868
2025-09-02,Product D,4085
2025-09-03,Product D,4242
2025-09-04,Product D,3965
2025-09-05,Product D,3636
2025-09-06,Product D,3289
2025-09-07,Product D,2760
2025-09-08,Product D,4131
2025-09-09,Product D,3955
2025-09-10,Product D,4040
2025-09-11,Product D,3949
2025-09-12,Product D,3968
2025-09-13,Product D,3034
2025-09-14,Product D,2801
2025-09-15,Product D,3767
2025-09-16,Product D,3816
2025-09-17,Product D,3944
2025-09-18,Product D,3912
2025-09-19,Product D,3648
2025-09-20,Product D,2994
2025-09-21,Product D,2841
2025-09-22,Product D,3604
2025-09-23,Product D,3716
2025-09-24,Product D,3803
2025-09-25,Product D,3748
2025-09-26,Product D,3549
2025-09-27,Product D,2999
2025-09-28,Product D,2673
2025-09-29,Product D,3741
2025-09-30,Product D,3560
2025-10-01,Product D,3540
2025-10-02,Product D,3704
2025-10-03,Product D,3223
2025-10-04,Product D,2922
2025-10-05,Product D,2572
2025-10-06,Product D,4299
2025-10-07,Product D,4239
2025-10-08,Product D,3722
2025-10-09,Product D,3603
2025-10-10,Product D,3756
2025-10-11,Product D,2995
2025-10-12,Product D,2362
2025-10-13,Product D,3345
2025-10-14,Product D,3657
2025-10-15,Product D,3841
2025-10-16,Product D,3689
2025-10-17,Product D,3748
2025-10-18,Product D,2580
2025-10-19,Product D,2264
2025-10-20,Product D,3812
2025-10-21,Product D,3602
2025-10-22,Product D,3342
2025-10-23,Product D,3613
2025-10-24,Product D,3686
2025-10-25,Product D,2720
2025-10-26,Product D,2495
2025-10-27,Product D,3618
2025-10-28,Product D,3681
2025-10-29,Product D,3461
2025-10-30,Product D,3454
2025-10-31,Product D,3635
2025-11-01,Product D,2779
2025-11-02,Product D,2575
2025-11-03,Product D,3467
2025-11-04,Product D,3719
2025-11-05,Product D,3310
2025-11-06,Product D,3619
2025-11-07,Product D,3802
2025-11-08,Product D,2539
2025-11-09,Product D,2485
2025-11-10,Product D,3719
2025-11-11,Product D,4001
2025-11-12,Product D,3644
2025-11-13,Product D,3477
2025-11-14,Product D,3213
2025-11-15,Product D,2768
2025-11-16,Product D,2835
2025-11-17,Product D,3729
2025-11-18,Product D,3783
2025-11-19,Product D,3811
2025-11-20,Product D,3622
2025-11-21,Product D,3442
2025-11-22,Product D,2887
2025-11-23,Product D,2621
2025-11-24,Product D,3710
2025-11-25,Product D,3631
2025-11-26,Product D,4029
2025-11-27,Product D,3778
2025-11-28,Product D,3521
2025-11-29,Product D,2939
2025-11-30,Product D,2551
2025-12-01,Product D,3597
2025-12-02,Product D,3710
2025-12-03,Product D,3484
2025-12-04,Product D,3783
2025-12-05,Product D,3326
2025-12-06,Product D,2657
2025-12-07,Product D,2373
2025-12-08,Product D,3773
2025-12-09,Product D,3875
2025-12-10,Product D,3807
2025-12-11,Product D,3548
2025-12-12,Product D,3492
2025-12-13,Product D,2936
2025-12-14,Product D,2610
2025-12-15,Product D,3902
2025-12-16,Product D,3784
2025-12-17,Product D,3961
2025-12-18,Product D,4046
2025-12-19,Product D,3874
2025-12-20,Product D,2852
2025-12-21,Product D,2759
2025-12-22,Product D,3854
2025-12-23,Product D,4023
2025-12-24,Product D,3923
2025-12-25,Product D,3827
2025-12-26,Product D,3866
2025-12-27,Product D,2813
2025-12-28,Product D,2629
2025-12-29,Product D,3691
2025-12-30,Product D,3762
2025-12-31,Product D,3809
2026-01-01,Product D,3956
2026-01-02,Product D,3718
2026-01-03,Product D,3089
2026-01-04,Product D,2823
2026-01-05,Product D,3639
2026-01-06,Product D,4298
2026-01-07,Product D,4296
2026-01-08,Product D,3797
2026-01-09,Product D,4045
2026-01-10,Product D,2935
2026-01-11,Product D,2883
2026-01-12,Product D,3850
2026-01-13,Product D,3859
2026-01-14,Product D,4124
2026-01-15,Product D,4045
2026-01-16,Product D,3955
2026-01-17,Product D,2939
2026-01-18,Product D,2865
2026-01-19,Product D,4244
2026-01-20,Product D,4308
2026-01-21,Product D,4323
2026-01-22,Product D,4007
2026-01-23,Product D,4352
2026-01-24,Product D,2995
2026-01-25,Product D,3051
2026-01-26,Product D,4518
2026-01-27,Product D,4505
2026-01-28,Product D,4320
2026-01-29,Product D,4113
2026-01-30,Product D,4405
2026-01-31,Product D,3011
2026-02-01,Product D,2887
2026-02-02,Product D,4259
2026-02-03,Product D,4758
2026-02-04,Product D,4530
2026-02-05,Product D,4094
2026-02-06,Product D,4199
2026-02-07,Product D,3200
2026-02-08,Product D,2979
2026-02-09,Product D,4641
2026-02-10,Product D,4249
2026-02-11,Product D,4889
2026-02-12,Product D,4561
2026-02-13,Product D,4578
2026-02-14,Product D,3282
2026-02-15,Product D,3120
2026-02-16,Product D,4179
2026-02-17,Product D,4520
2026-02-18,Product D,4717
2026-02-19,Product D,4743
2026-02-20,Product D,4171
2026-02-21,Product D,3354
2026-02-22,Product D,3172
2026-02-23,Product D,4257
2026-02-24,Product D,4858
2026-02-25,Product D,4509
2026-02-26,Product D,4482
2026-02-27,Product D,4385
2026-02-28,Product D,3334
2026-03-01,Product D,3245
2026-03-02,Product D,4598
2026-03-03,Product D,4702
2026-03-04,Product D,4577
2026-03-05,Product D,4668
2026-03-06,Product D,4929
2026-03-07,Product D,3547
2026-03-08,Product D,3458
2026-03-09,Product D,4387
2026-03-10,Product D,4897
2026-03-11,Product D,4552
2026-03-12,Product D,4314
2026-03-13,Product D,4444
2026-03-14,Product D,3781
2026-03-15,Product D,3495
2026-03-16,Product D,4833
2026-03-17,Product D,4543
2026-03-18,Product D,4828
2026-03-19,Product D,4786
2026-03-20,Product D,4711
2026-03-21,Product D,3278
2026-03-22,Product D,3225
2026-03-23,Product D,4814
2026-03-24,Product D,5108
2026-03-25,Product D,4388
2026-03-26,Product D,4726
2026-03-27,Product D,4752
2026-03-28,Product D,3803
2026-03-29,Product D,3527
2026-03-30,Product D,5018
2026-03-31,Product D,4821
2026-04-01,Product D,4500
2026-04-02,Product D,4713
2026-04-03,Product D,4998
2026-04-04,Product D,3935
2026-04-05,Product D,3559
2026-04-06,Product D,5021
2026-04-07,Product D,5157
2026-04-08,Product D,4872
2026-04-09,Product D,4811
2026-04-10,Product D,5193
2026-04-11,Product D,3529
2026-04-12,Product D,3738
2026-04-13,Product D,4866
2026-04-14,Product D,5428
2026-04-15,Product D,4686
2026-04-16,Product D,5011
2026-04-17,Product D,4640
2026-04-18,Product D,3458
2026-04-19,Product D,3513
2026-04-20,Product D,5218
2026-04-21,Product D,4895
2026-04-22,Product D,4680
2026-04-23,Product D,4863
2026-04-24,Product D,4812
2026-04-25,Product D,3835
2026-04-26,Product D,3650
2026-04-27,Product D,4965
2026-04-28,Product D,5598
2026-04-29,Product D,5126
2026-04-30,Product D,4809
2026-05-01,Product D,4450
2026-05-02,Product D,3688
2026-05-03,Product D,3429
2026-05-04,Product D,5222
2026-05-05,Product D,5243
2026-05-06,Product D,4770
2026-05-07,Product D,4935
2026-05-08,Product D,5000
2026-05-09,Product D,4019
2026-05-10,Product D,3639
2026-05-11,Product D,5165
2026-05-12,Product D,5131
2026-05-13,Product D,5158
2026-05-14,Product D,5187
2026-05-15,Product D,4504
2026-05-16,Product D,3659
2026-05-17,Product D,3340
2026-05-18,Product D,5054
2026-05-19,Product D,5412
2026-05-20,Product D,4891
2026-05-21,Product D,4282
2026-05-22,Product D,4706
2026-05-23,Product D,3876
2026-05-24,Product D,3550
2026-05-25,Product D,5041
2026-05-26,Product D,5000
2026-05-27,Product D,4692
2026-05-28,Product D,4959
2026-05-29,Product D,4577
2026-05-30,Product D,4086
2026-05-31,Product D,3532
2026-06-01,Product D,4759
2026-06-02,Product D,4882
2026-06-03,Product D,4953
2026-06-04,Product D,4741
2026-06-05,Product D,5004
2026-06-06,Product D,3688
2026-06-07,Product D,3281
2026-06-08,Product D,5319
2026-06-09,Product D,5004
2026-06-10,Product D,5121
2026-06-11,Product D,4609
2026-06-12,Product D,4780
2026-06-13,Product D,3675
2026-06-14,Product D,3054
2026-06-15,Product D,5295
2026-06-16,Product D,5258
2026-06-17,Product D,4782
2026-06-18,Product D,4443
2026-06-19,Product D,4723
2026-06-20,Product D,3593
2026-06-21,Product D,3393
2026-06-22,Product D,4800
2026-06-23,Product D,5004
2026-06-24,Product D,5169
2026-06-25,Product D,4777
2026-06-26,Product D,4344
2026-06-27,Product D,3773
2026-06-28,Product D,3561
2026-06-29,Product D,5431
2026-06-30,Product D,4546
2026-07-01,Product D,4813
2026-07-02,Product D,4104
2026-07-03,Product D,4646
2026-07-04,Product D,3388
2026-07-05,Product D,3556
2026-07-06,Product D,4446
2026-07-07,Product D,4345
2026-07-08,Product D,4575
2026-07-09,Product D,4068
2026-07-10,Product D,4621
2026-07-11,Product D,3076
2026-07-12,Product D,3199
2026-07-13,Product D,4080
2026-07-14,Product D,4598
2026-07-15,Product D,4991
2026-07-16,Product D,4522
2026-07-17,Product D,4193
2026-07-18,Product D,3370
2026-07-19,Product D,3146
